Beer,Username,Location,Rating,Review,Date
Thicket,,Illinois,4.6/5,"poured from a 375mL bottle into a wine glass. pours a beautiful dark red with pinkish white head. smells of blackberry jam with some acidic funk. taste is similar with the jamminess taking the forefront. this is some tart cider! sour and acidic. feel is appropriate for the style. not overly bubbly. definitely on the thicker side of things. overall, damn sour but one of my favorites of the SP 375s.","Dec 17, 2017"
Thicket,,Missouri,4.5/5,"L: clearish red with no head. 
S: super tart. Smells more like cherries than blueberries. 
T: just like the nose. Super tart, berry sweetness throughout. 
F: high carbonation, but still smooth.","Feb 18, 2017"
Thicket,,New York,4.77/5,"A: A deep red, almost purple. White head that sticks for a while. S: Blackberries and a lot of them. Oak, hay, lemon zest, vinegar. T: Yep that's perfect. Juicy blackberries, tart blackberries. Some oak to dry the back end and that signature SP tartness/sour to let you know it means business. M: Enough carb to make it palatable, but not a lot to make it soft. Oak dryness on the backend end. O: This is killer. I've had a few SP bottles now and this one is amazing. Not the most sour of the bunch, but very complex and well balanced","Jul 09, 2016"
Thicket,,Canada (ON),4.19/5,Magical sour. Lovely drinkable. I could have done this by myself the 375. Perfect level of sourness. Pinkish. Blackberry just coming through.,"Jun 19, 2016"
Thicket,,North Carolina,4.24/5,"Appearance: Pours auburn brown with a modest head; decent retention

Smell: Tart blackberry, with defined lactic tones; hints of grain in the back

Taste: Lactic and acetic tartness from the outset, with the blackberry tones building; the tartness builds through the middle and finish but never overwhelms

Mouthfeel: Medium body with moderate carbonation; modest puckering

Overall: A nice sour, though it lacks some complexity","Jan 06, 2016"
Thicket,,South Carolina,4.78/5,"Incredible beer. Thanks to @jdhowe for the share. Beautiful purplish hue with strong blackberry aroma. Very sour, but not too acidic. A little funk, but probably more on the nose. Delicious beer.","Aug 17, 2015"
Thicket,,Virginia,4.49/5,"Deep purple color. Nice sour blackberry in aroma. A little sharp at first, but the blackberries come out nicely in the finish. A little funky but falls more on the sour and acidic side. Really nice overall, nicely done blackberry sour.","Aug 14, 2015"
Thicket,,Illinois,4.19/5,"375ml bottle, generously shared by Erik, poured into a Side Project oversized wine glass. Enjoyed on 6.20.15, reviewed from Tasting Journal.


The beer pours a really nice purple/red color, opaque and hazy, really reminiscent of a blackberry with a slightly off white head, about a finger high that has nice retention and good lace. The aroma is welcoming, lots of blackberry, acidic red wine, hearty oak, funky yeast, lemon zest and tangy red grape linger well. The flavors are quite enjoyable, tart and fresh blackberry, juicy and jammy, red wine acidity, chewy oak, good funk, a little cheesy with a nice amount of mustiness, lemon zest cuts into the sourness a little, despite it's tart character, but offers some brightness and like the nose, lingering red grape and currants, fleshy and puckery. The mouthfeel is good, coating, zippy and lively with high carbonation levels, good dry tartness and an easy finish that has a crisp kick.


Verdict: A nice Wild Ale from Side Project, not overly sour, which I find to be a typical attribute with their fruited sours. Tart, acidic, balanced and a nice blackberry expression, not quite as epic and Fuzzy or Framboise du Fermier in terms of the representation of the fruit used, but very enjoyable nonetheless.","Jul 29, 2015"
Thicket,,Wisconsin,4.62/5,"Thanks to Kyle

Beautiful purple pour

Jammy, seedy, fruit is very expressive. Acetic sour notes are strong but fruit remains bold and present.

I half expected to pull seeds from my mouth.....crazy good.","Jul 22, 2015"
Thicket,,Illinois,4.67/5,"In my opinion, the least acidic, most fruit forward of the Side Project 375ml bottles. For me, it was also the easiest to drink, along with Blancs. Tons of mildly tart blackberries, with lots of blackberry skin noticeable throughout the beer. The oak presence is very noticeable with a hint of red wine. This was a fantastic.","Jun 24, 2015"
Thicket,,Florida,4.25/5,Pours a dark burgundy with slight head that fades quickly and minimal lacing. Aroma hits right away with fresh sour blackberries and red wine. The taste follows the nose. There's a bit of lemon and some red wine vinegar along with a buttery component that comes through as it warms. Mouth feel is light to medium. Very good overall. Glad I got to try this.,"Jun 21, 2015"
Barrel-Aged Silhouette,,Pennsylvania,4.21/5,"2019 bottle, Drank 7/31/23

Pours dark black, zero carbonation. Strong pleasant aroma of chocolate and molasses. Taste is much of the same with an added hint of coffee and bourbon barrel. Feel is thin, and FLAT which really distracts from this being a top BA stout for me. Overall it’s ok taste wise, but maybe 4 years old was way to long to wait on this one","Jul 31, 2023"
Barrel-Aged Silhouette,,Minnesota,4.4/5,"Lift Bridge Silhouette Barrel Aged Imperial Stout. 2014. Bottle Number 239. 750 ml. 1 Pint, 9.4 fluid ounces. Alc. 10% by Volume. Aged in bourbon barrels. Brewed and bottled by Lift Bridge Brewing Company in Stillwater, MN, USA. ""The Cold War is over. Serve at 55-60. Degrees. (I still don't know the key for that one.) I will skip the the gobbledygook until later.

(Note: this is one of those very rare occasions when I don't have a photo of the beer I consumed to go along with the notes. I plugged in the iPod touch that use to take them and found nothing. How is this possible? It's part of my regular routine, I never forget to take the pictures. Could I have accidentally deleted them somehow? That's even less likely. Perhaps I was just so excited to drink the beer that I forgot to take that essential early step in my ritual. So, once I realized there were no photos, I fished the empty bottle out of the recycling, and posed it next to the as yet un-washed glass I drank it from. That's not even the true beer in there, I followed Silhouette with another bottle.


I bought this two weeks ago at the brewery. Wish I had another to save and age and savor in the future, but this is the one, and I'm drinking it now. (I'd actually never even heard of this beer, must have been sleeping or something when it was released last year.)


Solid blackness in this one (the darkest beer I've had from this brewery), with a rich, roast tan head that starts big, slims down and stays awhile.

Aroma leaps out and spills the bourbon all over the place. Additional notes of charcoal, molasses, caramel, toffee, dark fruit, …vanilla. Always vanilla. And I like it.

Taste: Ah, mmm, and yeah, huh. Deepness and richness in abundance. This has got everything it needs and it lasts and lasts. Immensely indulgent. Chocolate and espresso and everything dark and deep and delicious. MMM, I'll say it again. And what else? Licorice. We call it anise sometimes. And all those other things.

It's a thing of hugeness and a richness and wonderfully rewarding to the drinker. this is all relative. I am loving this and this is not a chore at all, it is a delight. If you want to read about a chore, check my review of Stone's Crime and Punishment. Yikes, talk about trial and error!

Hey, let's read the gobbledygook. ""Silhouette is as deep and dark as the Northern woods. It's brewed in the style of an Imperial Stout. Aromas of coffee, chocolate, molasses and prune meld with a unique dark roasted character. . The beer is complex, rich and full bodied. It's wild spirit will warm the senses, illuminate the soul, and grow into a traditional favorite…no matter what season.""","Aug 03, 2022"
Barrel-Aged Silhouette,,Minnesota,4.45/5,"2020 bottling, 12 oz bottle.

I walked on by this beer many times in the store because I considered it to be overpriced (yeah, I know... it's a ""99 World-Class"" here, but we're suckers for a BA Imperial stout...).

Anyhow, in a weak moment, I did order one from my favorite curb-side pickup store a while back, and it sat in my 'fridge, and sat, until I finally moved it to the cellar to make room for other beers. 

It's back in the refrigerator for Cellaruary.

So, today is the day. I won't be able to compare it to the beer fresh, though, since this is my first tasting of this beer.

Taken from a ~42° refrigerator and allowed to warm for 30 minutes or so unopened. Drinking started at mid-50°'s (a guess).

Opaque black topped by a ½ inch creamy-appearing dark tan head with short retention. Little visible carbonation and what lacing does appear with a tip of the glass quickly slides back down into the tan ring. The ring eventually disappears completely, leaving a still surface.

Very strong aroma. Bourbon first, then barrel. Molasses. Slight hint of vanilla.

Rich flavor, mirroring the aroma. Bourbon, oak, vanilla, sweet molasses. Adding to the party is roasted malts and dark fruits. Toward the finish and into the aftertaste, dark chocolate appears along with the alcohol, slightly warming my mouth in the after. The finish is sweet vanilla and dark chocolate.

The body is substantial, approaching viscous (but not quite getting there).

Overall, this BA stout is excellent, indeed. A rich aroma and flavor, a substantial body, lots of bourbon and barrel without overpowering the underlying Imperial stout flavors, a sweet, but controlled sweetness, finish. It's not a dessert beer, but an excellent evening sipping beer. If I'm feeling like splurging, I may actually buy it again!","Feb 28, 2022"
Barrel-Aged Silhouette,,Minnesota,4.53/5,"REview#1600,This thing is all barrel, but that's not a bad thing in this case. If I had to say something bad about it I would say it is sorta harsh and abrasive at times, overpowering and (this sounds dumb) kinda too smooth at other times... unbeer-like if that makes sense, tastes like some sort of new better drink that supersedes beer into a more betterer territory","Feb 18, 2022"
